instructor,time,location,maxcap,srmajor,jrmajor,available,grad,srnon,jrnon,so,fr,ispoi,code,sem,title,iscross
"Rucnov,Mirko",...W.F. 08:50AM-11:50AM;,TBA,11,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FILM456,Fall2018,Advanced Filmmaking,FALSE
"Cacaci,Joe",.....F. 08:50AM-11:50AM;,TBA,11,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FILM456,Fall2018,Advanced Filmmaking,FALSE
"Cacaci,Joe",.....F. 01:20PM-04:10PM;,TBA,11,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FILM456,Fall2018,Advanced Filmmaking,FALSE
"Cacaci,Joe",..T.... 01:20PM-04:10PM;,TBA,10,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FILM460,Fall2018,Scripting Series for the Small Screen,FALSE
"Slowik,Michael James",..T.R.. 08:50AM-12:10PM;,TBA,135,0,0,135,NA,10,15,50,60,FALSE,FILM304,Spring2019,History of World Cinema to the 1960s,FALSE
"Longenecker,Marc Robert",..T.R.. 01:20PM-04:40PM;,TBA,19,NA,NA,19,NA,NA,NA,19,NA,FALSE,FILM305,Spring2019,"Sophomore Colloquium for Declaring Majors: This and That, Here and There, Now and Then",FALSE
"Traube,Elizabeth G.",...W... 07:10PM-10:00PM;,TBA,16,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,ANTH308,Spring2019,Television Storytelling: The Conditions of Narrative Complexity,TRUE
"Lensing,Leo A.",.M.W... 01:20PM-04:10PM;,TBA,25,8,6,25,NA,3,3,3,2,FALSE,FILM320,Spring2019,The New German Cinema,TRUE
STAFF,..T.R.. 08:50AM-12:10PM;,TBA,24,12,12,24,NA,NA,NA,NA,NA,FALSE,FILM328,Spring2019,Moving Images Beyond the West: An introduction to Global Media,FALSE
"Higgins,Scott",.M.W... 01:20PM-04:40PM;,TBA,35,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FILM342,Spring2019,Cinema of Adventure and Action,FALSE
"Lensing,Leo A.",..T.R.. 01:20PM-04:10PM;,TBA,19,5,5,19,NA,5,2,2,0,FALSE,FILM355,Spring2019,Newest German (and Austrian) Cinema,TRUE
"Slowik,Michael James",.M.W... 08:50AM-12:10PM;,TBA,24,12,12,24,NA,NA,NA,NA,NA,FALSE,FILM391,Spring2019,Sex and Violence: American Film-making Under Censorship,FALSE
"Laub,David Paul",.M.W... 07:10PM-10:10PM;,TBA,19,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FILM414,Spring2019,Senior Seminar,FALSE
"Penn,Matthew",..T.... 01:20PM-04:10PM;,TBA,12,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FILM448,Spring2019,Directing Actors for the Camera,FALSE
"Collins,Stephen Edward",..T.R.. 08:50AM-11:50AM;,TBA,12,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FILM450,Spring2019,Sight and Sound Workshop,FALSE
"Parkin,Richard",..T.R.. 01:20PM-04:10PM;,TBA,12,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FILM450,Spring2019,Sight and Sound Workshop,FALSE
"Rucnov,Mirko",...W.F. 01:20PM-04:10PM;,TBA,12,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FILM450,Spring2019,Sight and Sound Workshop,FALSE
"Ring,Justin",.M..... 01:20PM-04:10PM;,TBA,8,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FILM454,Spring2019,Screenwriting,FALSE
"Collins,Stephen Edward",...W... 08:50AM-11:50AM;,TBA,7,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FILM457,Spring2019,Advanced Filmmaking,FALSE
"Parkin,Richard",...W... 08:50AM-11:50AM;,TBA,9,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FILM457,Spring2019,Advanced Filmmaking,FALSE
"Rucnov,Mirko",...W... 08:50AM-11:50AM;,TBA,9,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FILM457,Spring2019,Advanced Filmmaking,FALSE
"Cacaci,Joe",.....F. 08:50AM-11:50AM;,TBA,11,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,FILM457,Spring2019,Advanced Filmmaking,FALSE
"Fitzpatrick,Joseph J.",..T.R.. 02:50PM-04:10PM;,TBA,15,NA,NA,15,NA,NA,NA,NA,15,FALSE,NANA,NANA,Language (FYS),FALSE
"Fitzpatrick,Joseph J.",.M.W... 02:50PM-04:10PM;,TBA,15,NA,NA,15,NA,NA,NA,NA,15,FALSE,NANA,NANA,The European Novel from Cervantes to Calvino (FYS),FALSE
"Pfister,Joel",.M..... 07:10PM-10:00PM;,TBA,15,NA,NA,15,NA,NA,NA,NA,15,FALSE,Crosslisting:,"AMST125F,",Staging America: Modern American Drama (FYS),FALSE
"Ponce-Hegenauer,Gabrielle Piedad",.M.W... 10:50AM-12:10PM;,TBA,15,NA,NA,15,NA,NA,NA,NA,0,FALSE,NANA,NANA,Great Books Unbound (FYS),FALSE
"Smyth,Daniel",.M.W... 10:50AM-12:10PM;,TBA,15,NA,NA,15,NA,NA,NA,NA,0,FALSE,NANA,NANA,Great Books Unbound (FYS),FALSE
"Torgerson,Jesse Wayne",.M.W... 10:50AM-12:10PM;,TBA,15,NA,NA,15,NA,NA,NA,NA,0,FALSE,NANA,NANA,Great Books Unbound (FYS),FALSE
"Barber,Charles",.....F. 01:20PM-04:10PM;,TBA,12,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,COL201,Fall2018,Writing Nonfiction,FALSE
"Rubenstein,Mary-Jane Victoria",..T.R.. 08:50AM-10:10AM;,TBA,40,6,6,40,NA,4,4,12,8,FALSE,RELI220,Fall2018,Modern Christian Thought,TRUE
"Roth,Michael S.",.M.W... 10:50AM-12:10PM;,TBA,118,11,13,118,NA,11,13,28,42,FALSE,COL228,Fall2018,"Virtue and Vice in History, Literature, and Philosophy",TRUE
"Armstrong Roche,Michael",..T.R.. 02:50PM-04:10PM;,TBA,18,10,3,18,NA,1,1,2,1,FALSE,SPAN230,Fall2018,"Heroes, Lovers, and Swindlers: Medieval and Renaissance Spanish Literature and History",TRUE
"Aresu,Francesco Marco",..T.R.. 02:50PM-04:10PM;,TBA,25,4,4,25,NA,4,4,4,5,FALSE,FIST226,Fall2018,The Cosmos of Dante's Comedy,TRUE
"Bobrick,Elizabeth A.   Torgerson,Jesse Wayne",.M.W... 01:20PM-02:40PM;,TBA,34,NA,NA,34,NA,NA,NA,34,NA,FALSE,COL241,Fall2018,Sophomore Colloquium,FALSE
"Irani,Tushar    Leservot,Typhaine",.M.W... 01:20PM-02:40PM;,TBA,26,NA,26,26,NA,NA,NA,NA,NA,FALSE,COL243,Fall2018,Junior Colloquium,FALSE
"Plass,Ulrich",.M.W... 01:20PM-02:40PM;,TBA,17,17,NA,17,NA,NA,NA,NA,NA,FALSE,COL245,Fall2018,Senior Colloquium,FALSE
"Weil,Kari",..T.R.. 01:20PM-02:40PM;,TBA,18,4,4,18,0,4,3,3,0,FALSE,COL274,Fall2018,Outsiders in European Literature,TRUE
"Ponce-Hegenauer,Gabrielle Piedad",.M.W... 02:50PM-04:10PM;,TBA,18,4,3,18,NA,4,4,3,0,FALSE,COL309,Fall2018,Truth & the Poet: Lyric Subjectivity and Phenomenology,FALSE
"Armstrong Roche,Michael",..T.R.. 07:10PM-08:30PM;,TBA,18,10,3,18,NA,1,1,2,1,FALSE,SPAN236,Fall2018,Cervantes,TRUE
"Plass,Ulrich",.M.W.F. 02:50PM-03:40PM;,TBA,14,3,3,14,NA,3,3,2,0,FALSE,GRST390,Fall2018,Romanticism-Realism-Modernism,TRUE
"Barber,Charles",.....F. 01:20PM-04:10PM;,TBA,12,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,COL227,Spring2019,Life Writing: Writing About the Self and from Experience,TRUE
"Weil,Kari    Smyth,Daniel",.M.W... 01:20PM-02:40PM;,TBA,23,NA,23,23,NA,NA,NA,NA,NA,FALSE,COL244,Spring2019,Junior Colloquium,FALSE
"T�lölyan,Khachig",.M.W... 01:20PM-02:40PM;,TBA,14,14,NA,14,NA,NA,NA,NA,NA,FALSE,COL246,Spring2019,Senior Colloquium,FALSE
"T�lölyan,Khachig",..T.... 07:10PM-10:00PM;,TBA,18,0,10,18,NA,2,6,0,0,FALSE,COL249,Spring2019,Narrative and Ideology,TRUE
"Ponce-Hegenauer,Gabrielle Piedad",..T.R.. 10:20AM-11:40AM;,TBA,18,3,3,18,NA,3,3,3,3,FALSE,COL250,Spring2019,The Renaissance Woman: Forms & Figures of Aesthetic-Fashioning of the Early Modern World,FALSE
"Ponce-Hegenauer,Gabrielle Piedad",..T.R.. 02:50PM-04:10PM;,TBA,18,3,3,18,NA,3,3,3,3,FALSE,COL252,Spring2019,"Writing Love: Articulations of Passion, Genres of Intimacy",FALSE
"Weil,Kari",..T.R.. 01:20PM-02:40PM;,TBA,18,4,4,18,NA,4,3,3,0,FALSE,COL257,Spring2019,Remembering Selves: Forces and Forms of Autobiography,FALSE
"Fusso,Susanne Grace",.M.W... 10:50AM-12:10PM;,TBA,19,2,2,19,NA,2,2,4,7,FALSE,RUSS252,Spring2019,Tolstoy,TRUE
"Fitzpatrick,Joseph J.",.....F. 01:20PM-04:10PM;,TBA,19,8,5,19,NA,3,3,0,0,FALSE,COL270,Spring2019,Modernist City-Texts,TRUE
"Smyth,Daniel",.M.W... 10:50AM-12:10PM;,TBA,18,4,4,18,NA,4,4,2,0,FALSE,COL283,Spring2019,The Rationalist Tradition in Early Modern European Philosophy,TRUE
"Fitzpatrick,Joseph J.",..T.R.. 10:20AM-11:40AM;,TBA,19,7,4,19,NA,4,4,0,0,FALSE,COL336,Spring2019,Theories of Translation,TRUE
"Horst,Steven W.",..T.R.. 08:50AM-10:10AM;,TBA,35,5,5,35,0,4,5,8,8,FALSE,PHIL202,Spring2019,Philosophical Classics II: Early Modern Philosophy from Descartes Through Kant,TRUE
"McPhilimy,Chelsie",.....F. 02:50PM-04:20PM;,TBA,15,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,DANC105,Fall2018,Dance Production Techniques,FALSE
"Kolcio,Katja P.",.M.W... 10:40AM-12:10PM;,TBA,36,0,0,36,0,9,9,9,9,FALSE,DANC111,Fall2018,Introduction to Dance,FALSE
"Kolcio,Katja P.",..T.R.. 08:40AM-10:10AM;,TBA,36,0,0,36,0,9,9,9,9,FALSE,DANC111,Fall2018,Introduction to Dance,FALSE
STAFF,..T.R.. 04:40PM-06:10PM;,TBA,25,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,DANC202,Fall2018,Ballet I,FALSE
"Alejandro,Pedro",.M.W... 01:20PM-02:40PM;,TBA,15,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,DANC211,Fall2018,Modern Dance I,FALSE
STAFF,.M.W... 01:20PM-02:40PM; .....F. 12:40PM-02:40PM;,TBA,15,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,DANC215,Fall2018,Modern Dance II,FALSE
STAFF,..T.R.. 09:40AM-11:40AM;,TBA,12,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,DANC249,Fall2018,Making Dances I: Solo Work,FALSE
"Saaka,Iddrisu",.M.W... 06:40PM-08:10PM;,TBA,30,4,4,30,0,4,4,7,7,FALSE,DANC260,Fall2018,West African Dance I,FALSE
"Saaka,Iddrisu",..T.R.. 06:40PM-08:10PM;,TBA,30,4,4,30,NA,4,4,7,7,FALSE,DANC260,Fall2018,West African Dance I,FALSE
"Krishnan,Hari",.M.W... 09:50AM-11:20AM;,TBA,25,3,3,25,0,5,5,5,4,FALSE,DANC261,Fall2018,Bharata Natyam I: Introduction of South Indian Classical Dance,FALSE
STAFF,..T.R.. 02:50PM-04:20PM;,TBA,25,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,DANC302,Fall2018,Ballet II,FALSE
STAFF,.M.W... 01:20PM-02:40PM; .....F. 12:40PM-02:40PM;,TBA,25,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,DANC309,Fall2018,Modern Dance III,FALSE
"Saaka,Iddrisu",.M.W... 04:40PM-06:10PM;,TBA,18,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,DANC360,Fall2018,West African Dance II,FALSE
"Krishnan,Hari",...W... 02:50PM-04:50PM;,TBA,12,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,DANC371,Fall2018,Choreography Workshop,FALSE
"Alejandro,Pedro",..T.R.. 01:20PM-02:40PM;,TBA,15,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,DANC378,Fall2018,Repertory and Performance: Contemporary Dance from Global Perspectives,FALSE
"Kolcio,Katja P.",TBA;,TBA,60,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,DANC435,Fall2018,Advanced Dance Practice A,FALSE
"Kolcio,Katja P.",TBA;,TBA,60,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,DANC445,Fall2018,Advanced Dance Practice B,FALSE
STAFF,..T.R.. 08:50AM-10:10AM;,TBA,36,0,0,36,NA,9,9,9,9,FALSE,DANC111,Spring2019,Introduction to Dance,FALSE
STAFF,..T.R.. 04:40PM-06:10PM;,TBA,25,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,DANC202,Spring2019,Ballet I,FALSE
STAFF,.M.W... 01:20PM-02:40PM;,TBA,15,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,DANC211,Spring2019,Modern Dance I,FALSE
"Kolcio,Katja P.",..T.R.. 01:20PM-02:40PM;,TBA,12,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,DANC250,Spring2019,Dance Composition,FALSE
"Saaka,Iddrisu",.M.W... 06:40PM-08:10PM;,TBA,30,4,4,30,NA,4,4,7,7,FALSE,DANC260,Spring2019,West African Dance I,FALSE
"Krishnan,Hari",.M.W... 09:50AM-11:20AM;,TBA,25,3,3,25,NA,5,5,5,4,FALSE,DANC261,Spring2019,Bharata Natyam I: Introduction of South Indian Classical Dance,FALSE
STAFF,.M.W... 01:20PM-02:40PM; .....F. 12:40PM-02:40PM;,TBA,15,3,3,15,NA,3,4,2,0,FALSE,DANC300,Spring2019,Intermediate Modern Technique,FALSE
STAFF,..T.R.. 02:50PM-04:20PM;,TBA,25,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,DANC302,Spring2019,Ballet II,FALSE
STAFF,..T.R.. 10:20AM-11:40AM;,TBA,12,3,3,12,NA,2,2,2,0,FALSE,THEA359,Spring2019,Design and the Performative Space,TRUE
"Saaka,Iddrisu",.M.W... 04:40PM-06:10PM;,TBA,18,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,DANC365,Spring2019,West African Dance III,FALSE
"Krishnan,Hari",.M.W... 02:50PM-04:10PM;,TBA,15,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,DANC377,Spring2019,Perspectives in Dance as Culture: What the Body Knows--Social Change and Revolution,TRUE
"Kolcio,Katja P.",..T.R.. 09:50AM-11:20AM;,TBA,15,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,DANC377,Spring2019,Perspectives in Dance as Culture: What the Body Knows--Social Change and Revolution,TRUE
"McCann,Sean",..T.R.. 10:20AM-11:40AM;,TBA,16,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,ENGL130,Fall2018,The English Essay,FALSE
"McCann,Sean",....R.. 01:20PM-04:10PM;,TBA,16,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,ENGL132,Fall2018,Writing Seminar II,FALSE
"Yanique,Tiphanie",....R.. 01:20PM-04:10PM;,TBA,15,NA,NA,15,NA,NA,NA,NA,15,FALSE,NANA,NANA,Caribbean Literature and Writing the Environment (FYS),FALSE
"Day Frank,Morgan",.M.W... 10:50AM-12:10PM;,TBA,15,NA,NA,15,NA,NA,NA,NA,15,FALSE,NANA,NANA,The Past and Present of American Journalism (FYS),FALSE
"Day Frank,Morgan",.M.W... 02:50PM-04:10PM;,TBA,15,NA,NA,15,NA,NA,NA,NA,15,FALSE,NANA,NANA,The Past and Present of American Journalism (FYS),FALSE
"Greene,Anne F.",.M.W... 08:20AM-09:40AM;,TBA,15,NA,NA,15,NA,NA,NA,NA,15,FALSE,NANA,NANA,"Place, Character, and Design: Techniques in Writing Nonfiction and Fiction (FYS)",FALSE
"Friedberg,Harris A.",..T.R.. 08:50AM-10:10AM;,TBA,15,0,1,15,NA,0,0,13,1,FALSE,NANA,NANA,Ways of Reading: Literary Form and Forms,FALSE
"Bachner,Sally",...W.F. 10:50AM-12:10PM;,TBA,15,0,0,15,NA,0,1,13,1,FALSE,NANA,NANA,Ways of Reading: Borrowing and Stealing: Authorship and Originality in Literature,FALSE
"Ellis Neyra,Rachel",..T.R.. 10:20AM-11:40AM;,TBA,15,0,0,15,NA,0,1,13,1,FALSE,NANA,NANA,"Ways of Reading: Sound Sense, Nonsense, and Language's Radical Desires",FALSE
"Garrett,Matthew Carl",.M.W.F. 09:50AM-10:40AM;,TBA,60,3,5,60,NA,3,5,25,19,FALSE,ENGL203,Fall2018,American Literature from the Colonial Period to the Civil War,TRUE
"Friedberg,Harris A.",..T.R.. 02:50PM-04:10PM;,TBA,40,8,10,40,NA,0,0,12,10,FALSE,ENGL205,Fall2018,Shakespeare,TRUE
"Pitts-Taylor,Victoria",..T.R.. 10:20AM-11:40AM;,TBA,15,7,8,15,NA,NA,NA,NA,NA,FALSE,FGSS209,Fall2018,Feminist Theories,TRUE
"Day Frank,Morgan",.M.W... 08:20AM-09:40AM;,TBA,16,4,5,16,NA,1,2,4,0,FALSE,ENGL212,Fall2018,Edgar Allan Poe and Literary Culture,TRUE
STAFF,.M.W... 02:50PM-04:10PM;,TBA,15,5,5,15,NA,2,2,1,0,FALSE,ENGL216,Fall2018,Techniques of Poetry,FALSE
"Saint,Lily Leopold",...W... 01:20PM-04:10PM;,TBA,19,4,5,19,NA,3,3,4,0,FALSE,ENGL221,Fall2018,The African Novel I: Nervous Conditions,FALSE
"Nisse,Ruth",.M.W.F. 09:50AM-10:40AM;,TBA,25,5,5,25,NA,3,2,5,5,FALSE,ENGL232,Fall2018,Mystics and Militants: Medieval Women Writers,TRUE
"Brown,Lois",..T.R.. 08:50AM-10:10AM;,TBA,35,4,4,35,NA,0,2,10,15,FALSE,AFAM202,Fall2018,Introduction to African American Literature,TRUE
STAFF,.M.W... 08:20AM-09:40AM;,TBA,15,2,4,15,NA,2,2,3,2,FALSE,ENGL262,Fall2018,Beyond the Talking Book: Reading African American Literature in the Newspapers,TRUE
STAFF,.....F. 01:20PM-04:10PM;,TBA,12,NA,NA,12,NA,NA,NA,NA,12,FALSE,THEA199,Fall2018,Introduction to Playwriting,TRUE
"Greene,Anne F.",..T.R.. 08:50AM-10:10AM;,TBA,20,0,0,20,0,5,5,5,5,FALSE,ENGL270,Fall2018,Writing Creative Nonfiction,FALSE
"Brown,Lois",.M.W... 10:50AM-12:10PM;,TBA,25,8,8,25,NA,2,2,5,0,FALSE,ENGL275,Fall2018,Race and Place in Early American Writing,TRUE
"Ellis Neyra,Rachel",..T.R.. 02:50PM-04:10PM;,TBA,19,3,3,19,NA,1,1,6,5,FALSE,ENGL279,Fall2018,"Introduction to Latina/o/x Literature and Art: Border, Citizen, Body",FALSE
"McMahon,Rashida Z. Shaw",.M.W.F. 09:50AM-10:40AM;,TBA,15,2,3,15,NA,1,2,3,4,FALSE,ENGL281,Fall2018,Award-Winning Playwrights,TRUE
"Sawhney,Hirsh",.M.W... 10:50AM-12:10PM;,TBA,15,2,5,15,NA,0,2,6,0,FALSE,ENGL296,Fall2018,Techniques of Fiction,FALSE
STAFF,.M..... 07:10PM-10:00PM;,TBA,15,2,5,15,NA,0,2,6,0,FALSE,ENGL296,Fall2018,Techniques of Fiction,FALSE
"McCann,Sean",..T.R.. 10:20AM-11:40AM;,TBA,19,2,3,19,NA,2,2,8,2,FALSE,ENGL298,Fall2018,Richard Wright and Company,TRUE
"Garrett,Matthew Carl",.M..... 01:20PM-04:10PM;,TBA,15,6,6,15,NA,1,2,0,0,FALSE,ENGL303,Fall2018,Narrative Theory,FALSE
"Pfister,Joel",..T.... 07:10PM-10:00PM;,TBA,15,4,5,15,NA,1,2,3,0,FALSE,AMST315,Fall2018,Entertaining Social Change,TRUE
"Cohen,Lisa",...W... 01:20PM-04:10PM;,TBA,12,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,ENGL325,Fall2018,Intermediate Nonfiction Workshop,FALSE
"Vogel,Danielle",....R.. 01:20PM-04:10PM;,TBA,12,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,ENGL336,Fall2018,Intermediate Poetry Workshop,FALSE
"Sawhney,Hirsh",.M.W... 01:20PM-02:40PM;,TBA,12,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,ENGL339,Fall2018,Intermediate Fiction Workshop,FALSE
"Bachner,Sally",..T.R.. 08:50AM-10:10AM;,TBA,15,6,5,15,NA,2,2,0,0,FALSE,ENGL344,Fall2018,"Women's Lib, Women's Lit",TRUE
"Korda,Natasha",...W... 01:20PM-04:10PM;,TBA,16,8,8,16,0,0,0,NA,NA,FALSE,ENGL349,Fall2018,Historicizing Early Modern Sexualities,TRUE
"Saint,Lily Leopold",..T.... 01:20PM-04:10PM;,TBA,19,6,6,19,NA,4,3,0,NA,FALSE,ENGL365,Fall2018,Ethics and Literature,FALSE
STAFF,.M.W... 02:50PM-04:10PM;,TBA,19,4,6,19,NA,3,4,2,0,FALSE,ENGL375,Fall2018,Black Global Cities,TRUE
STAFF,.M..... 07:10PM-10:00PM;,TBA,15,5,6,15,NA,1,1,2,0,FALSE,ENGL379,Fall2018,Special Topic: Writing the Sonnet,FALSE
"McMahon,Rashida Z. Shaw",...W.F. 01:20PM-02:40PM;,TBA,19,3,5,19,NA,3,5,3,NA,FALSE,ENGL385,Fall2018,Survey of African American Theater,TRUE
"Vogel,Danielle",.....F. 01:20PM-04:10PM;,TBA,12,4,5,12,NA,1,1,1,0,FALSE,ENGL386,Fall2018,Special Topics: Improvisation--Collaborating with the Unknown,FALSE
STAFF,..T.R.. 10:20AM-11:40AM;,TBA,16,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,ENGL130,Spring2019,The English Essay,FALSE
STAFF,....R.. 01:20PM-04:10PM;,TBA,16,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,Crosslisting:,CGST131B,Writing About Places: Africa,FALSE
"Ellis Neyra,Rachel",..T.R.. 08:50AM-10:10AM;,TBA,15,NA,NA,15,0,NA,NA,NA,15,FALSE,NANA,NANA,"Slavery, Latifundio, and Revolution in Latin American Literature and Cinema (FYS)",FALSE
"McMahon,Rashida Z. Shaw",.M.W.F. 09:50AM-10:40AM;,TBA,15,NA,NA,15,NA,NA,NA,NA,15,FALSE,Crosslisting:,"THEA175F,",August Wilson (FYS),FALSE
"Nguyen,Marguerite",..T.R.. 02:50PM-04:10PM;,TBA,15,0,0,15,NA,0,1,13,1,FALSE,NANA,NANA,Ways of Reading: Contact Zones,FALSE
"Saint,Lily Leopold",..T.R.. 08:50AM-10:10AM;,TBA,15,0,0,15,NA,0,1,13,1,FALSE,NANA,NANA,"Ways of Reading: Influence, Imitation, Invention",FALSE
"Crosby,Christina",..T.R.. 02:50PM-04:10PM;,TBA,15,0,0,15,NA,0,1,13,1,FALSE,NANA,NANA,Ways of Reading: Autobiography,FALSE
"McCann,Sean",.M.W.F. 09:50AM-10:40AM;,TBA,60,10,10,60,NA,0,10,15,15,FALSE,NANA,NANA,"American Literature, 1865--1945",FALSE
"Garrett,Matthew Carl",.M.W... 10:50AM-12:10PM;,TBA,19,2,6,19,NA,0,2,7,2,FALSE,ENGL209,Spring2019,From Seduction to Civil War: The Early U.S. Novel,TRUE
"Vogel,Danielle",.....F. 01:20PM-04:10PM;,TBA,15,2,5,15,NA,0,2,6,0,FALSE,ENGL216,Spring2019,Techniques of Poetry,FALSE
"Yanique,Tiphanie",....R.. 07:10PM-10:00PM;,TBA,15,2,5,15,NA,0,2,6,0,FALSE,ENGL216,Spring2019,Techniques of Poetry,FALSE
"Saint,Lily Leopold",..T.R.. 01:20PM-02:40PM;,TBA,25,7,7,25,NA,3,3,5,0,FALSE,ENGL223,Spring2019,The African Novel II: After Achebe,FALSE
"Day,Morgan Anne",.M.W... 02:50PM-04:10PM;,TBA,19,7,7,19,NA,2,3,0,NA,FALSE,ENGL225,Spring2019,Darwinian Fictions,TRUE
"Nguyen,Marguerite",..T.R.. 08:50AM-10:10AM;,TBA,19,5,6,19,NA,2,2,2,2,FALSE,ENGL244,Spring2019,Kill Anything That Moves: The Vietnam War in Literature and Film,TRUE
"Greene,Anne F.",..T.R.. 08:50AM-10:10AM;,TBA,25,6,4,25,NA,4,4,5,5,FALSE,ENGL271,Spring2019,Distinguished Writers/New Voices,FALSE
"Ellis Neyra,Rachel",..T.R.. 01:20PM-02:40PM;,TBA,25,5,10,25,NA,2,2,6,0,FALSE,ENGL274,Spring2019,"Caribbean Poetry and Cinema: ""Fields of Islands"" in an Open Sea",FALSE
"Karamcheti,Indira",..T.R.. 02:50PM-04:10PM;,TBA,40,10,10,40,NA,5,5,5,5,FALSE,AMST273,Spring2019,Diasporic South Asian Writing and American Studies,TRUE
"Korda,Natasha",...W... 01:20PM-04:10PM;,TBA,16,5,7,16,NA,1,1,2,0,FALSE,ENGL280,Spring2019,Staging Race in Early Modern England,TRUE
"Greene,Anne F.",.M.W... 08:20AM-09:40AM;,TBA,16,3,5,16,NA,1,2,5,0,FALSE,ENGL290,Spring2019,"Place, Character, and Design: Techniques in Writing Nonfiction and Fiction",FALSE
"Friedberg,Harris A.",..T.R.. 02:50PM-04:10PM;,TBA,19,3,5,19,0,0,0,8,3,FALSE,ENGL291,Spring2019,The First Stories: Oral Poetry in Greece and Anglo-Saxon England,FALSE
"Vogel,Danielle",...W.F. 08:20AM-09:40AM;,TBA,15,2,5,15,NA,0,2,6,0,FALSE,ENGL292,Spring2019,Techniques of Nonfiction,FALSE
"Sawhney,Hirsh",.M..... 01:20PM-04:10PM;,TBA,15,2,5,15,NA,0,2,6,0,FALSE,ENGL296,Spring2019,Techniques of Fiction,FALSE
"Friedberg,Harris A.",..T.R.. 10:20AM-11:40AM;,TBA,19,5,7,19,NA,1,1,3,2,FALSE,ENGL305,Spring2019,Shakespeare's Macbeth: From Saga to Screen,TRUE
"Cohen,Lisa",..T.... 01:20PM-04:10PM;,TBA,12,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,ENGL326,Spring2019,Advanced Nonfiction Workshop,FALSE
"Yanique,Tiphanie",....R.. 01:20PM-04:10PM;,TBA,12,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,ENGL342,Spring2019,Advanced Fiction Workshop,FALSE
"Nisse,Ruth",..T.R.. 01:20PM-02:40PM;,TBA,15,5,5,15,0,0,0,5,0,FALSE,ENGL353,Spring2019,"Race, Ethnicity, and Religion in Medieval Literature",TRUE
"Sawhney,Hirsh",...W... 01:20PM-04:10PM;,TBA,15,5,5,15,0,2,2,1,0,FALSE,ENGL358,Spring2019,"Writing the War on Terror: Crafting Literary Responses to Fiction, Film, and Television after 9/11",FALSE
"Garrett,Matthew Carl",.M.W... 02:50PM-04:10PM;,TBA,15,5,5,15,NA,3,2,0,NA,FALSE,ENGL359,Spring2019,Criticism and Marxism,FALSE
"Cohen,Lisa",...W... 01:20PM-04:10PM;,TBA,15,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,ENGL360,Spring2019,Special Topics: Writing Lives,TRUE
"McMahon,Rashida Z. Shaw",...W... 01:20PM-04:10PM;,TBA,19,5,5,19,0,4,3,2,0,FALSE,ENGL371,Spring2019,Sister Acts: Black Feminist/Womanist Theater of the African Diaspora,TRUE
