instructor,time,location,maxcap,srmajor,jrmajor,available,grad,srnon,jrnon,so,fr,ispoi,section,code,sem,division,gradingmode,prereq,fulfills,title,iscross,description
"Visvardi,Eirene",.M.W... 10:50AM-12:10PM; .....F. 10:50AM-11:40AM;,DWNY100;  DWNY100;,19,1,1,15,NA,1,1,7,8,FALSE,01,GRK102,Fall2016,HA CLAS,Graded,GRK101,(ARHA),Introduction to Ancient Greek: Semester II,FALSE,"This course is a continuation of GRK101. We shall complete the study of Greek grammar and continue to develop vocabulary and reading skills. We shall read selections from Sophocles, Euripides, Lysias, Apollodorus, Demosthenes, Aristotle, and Plato, among others."
"Ward,Allen Mason",..T.R.. 10:20AM-11:40AM;,DWNY208;,18,5,5,11,NA,5,3,0,0,FALSE,01,GRK367,Fall2016,HA CLAS,Graded,None,None,The Great Greek Creation Myth:  Hesiod's Theogony,FALSE,"In this seminar, we will read Hesiod's Theogony, the Greek creation myth, in the original ancient Greek and examine this fabulous work in light of other creation stories of the ancient Near East, Egyptian, and Hittite cultures by which it was influenced. Through examination of structural themes and motifs (how the universe was created and ordered, the role of violence, the origins of an application of justice, the creation of mankind, the shaping of women), we will discuss whether and how the Theogony diverges from other creation myths to establish or reflect values that can be said to be uniquely Greek. Discussion will be supplemented by passages from Hesiod's Works and Days, along with other creation myths and secondary scholarship."
"Birney,Kate",.M.W... 10:50AM-12:10PM; .....F. 10:50AM-11:40AM;,DWNY208;  DWNY208;,10,0,3,6,NA,0,0,4,3,FALSE,01,GRK101,Spring2017,HA CLAS,Graded,None,None,Introduction to Ancient Greek: Semester I,FALSE,"This course is an introduction to the rich and beautiful language of ancient Greek, the language of Homer, Plato and Euripides. In the first semester students will begin to learn the grammar and syntax of the language and start developing the vocabulary necessary to appreciate and understand Greek with the goal of reading as soon as possible. Throughout the semester we'll also explore some inscriptions and dip our toes into both Herodotus and biblical Greek. This course is a prerequisite for GRK102."
"Szegedy-Maszak,Andrew",..T.R.. 01:20PM-02:40PM;,DWNY208;,10,1,2,7,NA,1,1,4,1,FALSE,01,GRK201,Spring2017,HA CLAS,Graded,None,(ARHA)(CCIV)(CLAS),Reading Greek Prose: Plato's Ion,FALSE,"Throughout the course we will read Plato's ION, his dialogue in which Socrates challenges traditional Greek values about religion, the existence of (divine) inspiration, the value of poetry, and the nature of truth itself. We will also use Plato's text to review grammar and syntax."
"Roberts,Michael J.",.M.W... 01:20PM-02:40PM;,DWNY208;,12,4,3,10,NA,1,1,2,1,FALSE,01,GRK258,Spring2017,HA CLAS,Graded,None,(CCIV)(CLAS),The Greek Novel,FALSE,"In the course we will read selections from Longus' DAPHNIS AND CHLOE and Chariton's CHAEREAS AND CALLIRHOE. The former is a story of young love in a pastoral setting on the island of Lesbos; the latter, an incident-packed narrative in which a young husband and wife are separated, but after many vicissitudes, reunited. Subjects covered will include genre and setting, narrative and descriptive techniques, cultural context, and likely readership."
"Katz,Dalit",.M.W.F. 09:50AM-10:40AM;,FISK208;,18,0,0,6,NA,0,1,5,12,FALSE,01,HEBR101,Fall2016,HA CJST,Graded,None,None,Elementary Hebrew I,FALSE,"This first part of a two-semester course is designed to develop the basic language skills: reading, writing, speaking, and listening comprehension, and basic Hebrew grammar. Emphasis is on modern Israeli Hebrew. No previous knowledge of Hebrew is required. Multimedia and authentic resources will be incorporated into class work. Independent lab work, as well as participation in cultural and literary enrichment activities by Israeli scholars, is required."
"Katz,Dalit",.M.W.F. 10:50AM-11:40AM;,FISK404;,18,0,0,13,NA,1,2,10,5,FALSE,01,HEBR201,Fall2016,HA CJST,Graded,HEBR102,None,Intermediate Hebrew I,FALSE,"This course follows HEBR101 and 102. Emphasis is divided among the four basic language skills: reading, writing, speaking, and listening comprehension. Instruction of Hebrew grammar will be enhanced. Multimedia resources as well as computer programs will be used in the appropriate cultural context. Lab work with digitized film is required. Israeli scholars' visits will be integrated into course curriculum."
"Katz,Dalit",..T.R.. 10:20AM-11:40AM;,RSCSEM;,18,0,0,11,NA,3,6,6,3,FALSE,01,HEBR211,Fall2016,HA CJST,Graded,HEBR202,(ARHA),Hebrew Literature,FALSE,"This seminar will survey contemporary Hebrew poetry, prose, plays, and films with emphasis on aspects of sociohistorical issues and the ways in which modern Hebrew literature enriches and brings deeper understanding of collective Jewish experiences and detects and shapes the reality of modern Israel. The course will seek to increase the fluency and complexity of the students' expression and comprehension and generate a greater appreciation of the uniqueness of the language. Literary scholars' visits will be incorporated into the curriculum."
"Katz,Dalit",.M.W.F. 09:50AM-10:40AM;,FISK208;,18,0,0,9,NA,0,1,5,12,FALSE,01,HEBR102,Spring2017,HA CJST,Graded,HEBR101,None,Elementary Hebrew II,FALSE,"This course is a continuation of HEBR101 with emphasis on enlarging vocabulary, grammar, composition, and further developing language skills. Videotapes and computer programs will be used to enhance listening and comprehension. Exposure to cultural material will also be included. Independent lab work, as well as participation in the Israeli film festival, is required."
"Katz,Dalit",.M.W.F. 10:50AM-11:40AM;,FISK208;,18,0,0,12,NA,1,2,10,5,FALSE,01,HEBR202,Spring2017,HA CJST,Graded,HEBR201,(ARHA),Intermediate Hebrew II,FALSE,"This course is a continuation of HEBR201 with more advanced grammar and increased emphasis on speaking as well as reading more complicated texts, including literary texts. Various multimedia resources, computer programs, and the Internet will be used to enhance listening, composition, and comprehension skills. Exposure to appropriate cultural material such as Israeli films will also be included. Participation in all activities related to the Israeli film festival is required as part of the course curriculum."
"Zamboni,Camilla",.M.W.F. 08:50AM-09:40AM;,FISK414;,18,0,0,10,NA,0,0,6,12,FALSE,01,ITAL101,Fall2016,HA RLAN,Graded,None,None,Elementary Italian I,FALSE,"This gateway course is the first half of a two-semester elementary sequence and an ampersand (&) course. Our emphasis is on the development of basic oral and written competence, and reading and aural comprehension skills. In this course, you will master the linguistic skills necessary to function in day-to-day circumstances in Italian as you develop the ability to speak and understand Italian in a communicative and meaningful context. The course also challenges you to recognize, explore, and understand cultural differences and similarities between your native culture and Italian culture. Grammar undergirds everything we do and say in this course; whether or not we are engaged in an explicit grammar exercise, you are always learning grammar that enables you to communicate effectively. Specifically, you will learn to talk about things in your own immediate environment, such as family, friends, daily routine, likes and dislikes, and you will learn how to handle basic social interactions such as meeting people, planning events, eating out, inquiring about other people's lives, and relating information in simple terms. We will explore roughly five units of the textbook; additionally, your linguistic experience will be broadened by reading authentic texts and by viewing, listening to, and discussing cultural artifacts such as films, songs, and commercials. Class is conducted entirely in Italian. Because you will work collaboratively with your classmates and your instructor, your attendance, participation, and preparation are of the utmost importance."
